1 .8565
2 1.4396
3 1.8307
4 2.3375
5 2.6807
6 3.0589
7 3.3314
8 3.4916
9 3.4039
10 3.0901
11 2.9226
12 2.6210
13 2.8525
14 2.8557
15 2.8933
16 2.7604
